Project_ID,community_returning_backers,community_new_backers,launched_at(=0),Deadline,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
1238582157,"16,485","3,056",1364400686,1366992686,2015-10-27T11:12:24-04:00,2015-10-21T09:00:36-04:00,2015-09-30T23:59:59-04:00,2015-09-29T15:48:51-04:00,2015-08-31T23:59:59-04:00,2015-08-26T08:57:36-04:00,2015-08-12T09:00:12-04:00,2015-08-06T15:14:34-04:00,2015-07-31T23:59:59-04:00,2015-06-30T23:59:59-04:00,2015-06-10T10:42:03-04:00,2015-06-02T08:40:14-04:00,2015-05-31T23:59:59-04:00,2015-05-15T04:59:39-04:00,2015-04-30T23:59:59-04:00,2014-12-31T23:59:59-05:00,2014-12-19T07:04:24-05:00,2014-11-30T23:59:59-05:00,2014-10-31T23:59:59-04:00,2014-10-30T12:40:25-04:00,2014-09-30T23:59:59-04:00,2014-09-15T12:50:38-04:00,2014-08-31T23:59:59-04:00,2014-06-30T23:59:59-04:00,2014-06-30T10:28:42-04:00,2014-06-19T07:09:36-04:00,2014-06-06T06:41:42-04:00,2014-05-31T23:59:59-04:00,2014-05-16T08:17:26-04:00,2014-04-30T23:59:59-04:00,2014-04-25T07:07:24-04:00,2014-04-03T08:15:37-04:00,2014-03-31T23:59:59-04:00,2014-03-28T11:42:33-04:00,2014-03-07T10:35:28-05:00,2014-02-28T23:59:59-05:00,2014-02-14T09:52:08-05:00,2014-01-31T23:59:59-05:00,2014-01-31T13:27:59-05:00,2014-01-17T13:33:14-05:00,2013-12-31T23:59:59-05:00,2013-12-20T06:49:39-05:00,2013-12-17T14:02:43-05:00,2013-12-13T07:34:04-05:00,2013-12-11T05:19:12-05:00,2013-11-30T23:59:59-05:00,2013-11-29T07:07:37-05:00,2013-10-31T23:59:59-04:00,2013-10-28T12:08:25-04:00,2013-10-11T09:33:52-04:00,2013-09-30T23:59:59-04:00,2013-09-26T08:44:42-04:00,2013-08-31T23:59:59-04:00,2013-08-06T11:03:55-04:00,2013-08-05T11:23:37-04:00,2013-07-31T23:59:59-04:00,2013-06-30T23:59:59-04:00,2013-06-27T11:19:39-04:00,2013-06-07T11:44:35-04:00,2013-05-31T23:59:59-04:00,2013-05-24T11:32:50-04:00,2013-05-08T15:14:26-04:00,2013-05-03T11:33:42-04:00,2013-05-02T13:52:01-04:00,2013-04-30T23:59:59-04:00,2013-04-29T04:00:07-04:00,2013-04-26T14:29:19-04:00,2013-04-26T12:11:27-04:00,2013-04-26T06:02:15-04:00,2013-04-25T19:24:11-04:00,2013-04-25T15:15:33-04:00,2013-04-25T12:26:17-04:00,2013-04-25T08:15:19-04:00,2013-04-24T18:21:49-04:00,2013-04-24T11:00:32-04:00,2013-04-23T18:19:03-04:00,2013-04-23T13:55:29-04:00,2013-04-23T11:37:12-04:00,2013-04-23T07:06:42-04:00,2013-04-22T13:28:21-04:00,2013-04-22T05:30:49-04:00,2013-04-21T14:45:05-04:00,2013-04-20T14:46:43-04:00,2013-04-19T12:30:02-04:00,2013-04-18T11:10:58-04:00,2013-04-17T14:54:27-04:00,2013-04-16T12:51:48-04:00,2013-04-15T11:09:23-04:00,2013-04-14T05:39:29-04:00,2013-04-12T12:53:50-04:00
2130407780,"13,005","5,599",1427809556,1431697556,2015-10-30T11:53:05-04:00,2015-09-30T23:59:59-04:00,2015-09-11T16:36:40-04:00,2015-08-31T23:59:59-04:00,2015-08-21T16:59:15-04:00,2015-07-31T23:59:59-04:00,2015-07-08T13:42:32-04:00,2015-06-30T23:59:59-04:00,2015-05-31T23:59:59-04:00,2015-05-26T13:55:09-04:00,2015-05-15T09:45:59-04:00,2015-04-30T23:59:59-04:00,2015-04-15T14:51:23-04:00,2015-04-03T17:20:35-04:00,2015-03-31T23:59:59-04:00,2015-03-31T09:45:57-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405324430,"14,910","3,648",1378314105,1380906105,2016-07-14T14:45:35-04:00,2016-06-30T23:59:59-04:00,2016-05-31T23:59:59-04:00,2016-05-16T16:52:30-04:00,2016-05-06T20:39:07-04:00,2016-04-30T23:59:59-04:00,2016-04-07T21:10:43-04:00,2016-03-31T23:59:59-04:00,2016-02-29T23:59:59-05:00,2016-02-05T18:04:28-05:00,2016-01-31T23:59:59-05:00,2015-12-31T23:59:59-05:00,2015-12-01T21:04:21-05:00,2015-11-30T23:59:59-05:00,2015-10-31T23:59:59-04:00,2015-10-30T20:44:26-04:00,2015-10-21T19:04:46-04:00,2015-10-19T17:13:57-04:00,2015-10-06T16:05:51-04:00,2015-09-30T23:59:59-04:00,2015-09-28T18:50:19-04:00,2015-08-31T23:59:59-04:00,2015-08-14T21:36:35-04:00,2015-08-12T19:09:37-04:00,2015-08-05T20:01:04-04:00,2015-07-31T23:59:59-04:00,2015-06-30T23:59:59-04:00,2015-06-10T17:18:21-04:00,2015-05-31T23:59:59-04:00,2015-05-26T19:31:41-04:00,2015-04-30T23:59:59-04:00,2015-04-03T16:59:33-04:00,2015-03-31T23:59:59-04:00,2015-03-03T19:15:47-05:00,2015-02-28T23:59:59-05:00,2015-01-31T23:59:59-05:00,2015-01-23T18:34:00-05:00,2015-01-15T18:36:46-05:00,2014-12-31T23:59:59-05:00,2014-12-19T16:55:59-05:00,2014-12-12T18:55:29-05:00,2014-12-02T18:31:33-05:00,2014-11-30T23:59:59-05:00,2014-10-31T23:59:59-04:00,2014-10-31T14:29:10-04:00,2014-10-23T18:20:37-04:00,2014-09-30T23:59:59-04:00,2014-08-31T23:59:59-04:00,2014-08-25T21:20:49-04:00,2014-08-22T20:13:55-04:00,2014-08-21T15:35:36-04:00,2014-08-15T20:07:32-04:00,2014-08-12T19:03:59-04:00,2014-07-31T23:59:59-04:00,2014-07-15T15:33:48-04:00,2014-07-08T20:18:59-04:00,2014-06-30T23:59:59-04:00,2014-06-03T16:05:42-04:00,2014-05-31T23:59:59-04:00,2014-05-09T19:29:31-04:00,2014-04-30T23:59:59-04:00,2014-04-04T16:26:35-04:00,2014-03-31T23:59:59-04:00,2014-03-07T19:02:08-05:00,2014-02-28T23:59:59-05:00,2014-02-14T19:04:40-05:00,2014-01-31T23:59:59-05:00,2014-01-17T19:09:46-05:00,2013-12-31T23:59:59-05:00,2013-12-20T17:02:11-05:00,2013-12-13T19:25:14-05:00,2013-11-30T23:59:59-05:00,2013-11-27T20:00:36-05:00,2013-11-14T20:07:17-05:00,2013-11-08T19:03:29-05:00,2013-11-01T18:19:36-04:00,2013-10-31T23:59:59-04:00,2013-10-25T17:31:53-04:00,2013-10-16T18:48:50-04:00,2013-10-11T17:56:26-04:00,2013-10-04T14:08:24-04:00,2013-10-04T13:01:46-04:00,2013-10-03T22:42:21-04:00,2013-10-03T19:44:41-04:00,2013-10-02T19:45:56-04:00,2013-10-02T12:12:45-04:00,2013-10-01T21:22:13-04:00,2013-10-01T18:08:06-04:00,2013-09-30T23:59:59-04:00,2013-09-30T17:13:46-04:00
142985209,"12,437","5,772",1381862991,1384458591,2016-07-20T17:10:32-04:00,2016-06-30T23:59:59-04:00,2016-05-31T23:59:59-04:00,2016-05-25T14:13:08-04:00,2016-04-30T23:59:59-04:00,2016-03-31T23:59:59-04:00,2016-03-29T15:31:48-04:00,2016-02-29T23:59:59-05:00,2016-02-12T17:53:30-05:00,2016-01-31T23:59:59-05:00,2015-12-31T23:59:59-05:00,2015-12-18T16:05:51-05:00,2015-11-30T23:59:59-05:00,2015-11-23T22:06:39-05:00,2015-11-10T22:24:24-05:00,2015-11-02T19:33:49-05:00,2015-10-31T23:59:59-04:00,2015-10-30T18:37:36-04:00,2015-10-08T16:58:58-04:00,2015-09-30T23:59:59-04:00,2015-08-31T23:59:59-04:00,2015-08-27T16:01:24-04:00,2015-07-31T23:59:59-04:00,2015-06-30T23:59:59-04:00,2015-06-18T18:31:29-04:00,2015-05-31T23:59:59-04:00,2015-02-28T23:59:59-05:00,2015-02-05T16:05:59-05:00,2015-01-31T23:59:59-05:00,2014-12-31T23:59:59-05:00,2014-12-18T14:24:11-05:00,2014-12-04T14:00:23-05:00,2014-12-03T16:10:20-05:00,2014-11-30T23:59:59-05:00,2014-11-06T19:00:00-05:00,2014-11-04T17:32:28-05:00,2014-10-31T23:59:59-04:00,2014-10-30T16:10:15-04:00,2014-10-14T15:50:37-04:00,2014-09-30T23:59:59-04:00,2014-09-25T16:56:16-04:00,2014-09-12T14:13:28-04:00,2014-08-31T23:59:59-04:00,2014-08-27T14:31:15-04:00,2014-07-31T23:59:59-04:00,2014-07-22T14:09:59-04:00,2014-07-18T13:07:18-04:00,2014-06-30T23:59:59-04:00,2014-06-10T17:49:10-04:00,2014-05-31T23:59:59-04:00,2014-05-21T15:28:25-04:00,2014-05-13T18:27:06-04:00,2014-05-05T18:03:09-04:00,2014-05-01T18:10:54-04:00,2014-04-30T23:59:59-04:00,2014-04-24T14:20:22-04:00,2014-04-09T16:43:33-04:00,2014-04-04T22:20:05-04:00,2014-03-31T23:59:59-04:00,2014-03-26T17:27:01-04:00,2014-03-17T13:54:57-04:00,2014-03-14T19:20:13-04:00,2014-02-28T23:59:59-05:00,2014-02-20T15:00:33-05:00,2014-01-31T23:59:59-05:00,2014-01-08T16:53:46-05:00,2013-12-31T23:59:59-05:00,2013-12-12T13:12:32-05:00,2013-11-30T23:59:59-05:00,2013-11-26T15:41:45-05:00,2013-11-15T17:21:13-05:00,2013-11-14T14:54:05-05:00,2013-11-14T14:49:52-05:00,2013-11-14T12:15:51-05:00,2013-11-13T19:15:00-05:00,2013-11-10T17:12:51-05:00,2013-11-08T15:07:57-05:00,2013-11-07T16:41:15-05:00,2013-11-07T16:19:23-05:00,2013-11-07T12:48:33-05:00,2013-11-06T15:31:59-05:00,2013-11-04T17:57:27-05:00,2013-11-02T11:51:34-04:00,2013-10-31T23:59:59-04:00,2013-10-31T17:43:15-04:00,2013-10-30T22:44:42-04:00,2013-10-29T21:31:44-04:00,2013-10-27T14:06:40-04:00,2013-10-21T16:43:48-04:00,2013-10-19T14:56:26-04:00
1421442073,"12,969","5,157",1369757261,1372349261,2016-07-06T03:05:27-04:00,2016-06-30T23:59:59-04:00,2016-05-31T23:59:59-04:00,2016-05-11T19:34:09-04:00,2016-04-30T23:59:59-04:00,2016-01-31T23:59:59-05:00,2016-01-27T19:14:38-05:00,2015-12-31T23:59:59-05:00,2015-11-30T23:59:59-05:00,2015-11-05T19:28:42-05:00,2015-10-31T23:59:59-04:00,2015-10-01T22:54:00-04:00,2015-10-01T18:54:46-04:00,2015-09-30T23:59:59-04:00,2015-09-29T19:41:43-04:00,2015-09-29T16:51:57-04:00,2015-09-07T18:10:32-04:00,2015-08-31T23:59:59-04:00,2015-08-12T18:02:01-04:00,2015-07-31T23:59:59-04:00,2015-06-30T23:59:59-04:00,2015-06-12T15:58:30-04:00,2015-06-08T19:38:39-04:00,2015-05-31T23:59:59-04:00,2015-04-30T23:59:59-04:00,2015-04-30T17:55:22-04:00,2015-03-31T23:59:59-04:00,2015-03-30T17:48:50-04:00,2015-02-28T23:59:59-05:00,2015-02-25T09:22:14-05:00,2015-02-17T17:51:00-05:00,2015-01-31T23:59:59-05:00,2015-01-30T17:19:39-05:00,2014-12-31T23:59:59-05:00,2014-12-19T18:50:12-05:00,2014-11-30T23:59:59-05:00,2014-11-12T17:07:51-05:00,2014-10-31T23:59:59-04:00,2014-10-30T16:01:50-04:00,2014-09-30T23:59:59-04:00,2014-09-30T18:31:44-04:00,2014-08-31T23:59:59-04:00,2014-08-26T16:44:32-04:00,2014-07-31T23:59:59-04:00,2014-07-25T17:51:48-04:00,2014-07-18T16:50:10-04:00,2014-07-07T16:28:56-04:00,2014-06-30T23:59:59-04:00,2014-06-17T17:00:03-04:00,2014-06-09T21:36:56-04:00,2014-05-31T23:59:59-04:00,2014-05-27T19:10:23-04:00,2014-04-30T23:59:59-04:00,2014-03-31T23:59:59-04:00,2014-03-19T16:56:16-04:00,2014-02-28T23:59:59-05:00,2014-02-18T13:51:54-05:00,2014-01-31T23:59:59-05:00,2014-01-07T13:36:27-05:00,2013-12-31T23:59:59-05:00,2013-12-23T20:22:21-05:00,2013-11-30T23:59:59-05:00,2013-11-04T17:31:15-05:00,2013-10-31T23:59:59-04:00,2013-10-14T14:22:19-04:00,2013-10-02T17:20:05-04:00,2013-09-30T23:59:59-04:00,2013-09-25T16:30:05-04:00,2013-09-10T19:23:18-04:00,2013-08-31T23:59:59-04:00,2013-08-28T12:39:26-04:00,2013-08-19T17:19:48-04:00,2013-08-13T16:19:41-04:00,2013-08-06T15:38:19-04:00,2013-07-31T23:59:59-04:00,2013-07-29T19:41:55-04:00,2013-07-22T20:01:42-04:00,2013-07-15T18:30:31-04:00,2013-07-08T16:09:23-04:00,2013-07-01T16:53:49-04:00,2013-06-30T23:59:59-04:00,2013-06-27T12:20:09-04:00,2013-06-27T12:07:42-04:00,2013-06-26T19:48:59-04:00,2013-06-26T04:52:15-04:00,2013-06-26T00:12:30-04:00,2013-06-25T05:54:39-04:00,2013-06-24T04:16:42-04:00,2013-06-23T06:36:47-04:00,2013-06-21T05:24:05-04:00
79763668,"12,844","4,869",1388072850,1390664850,2016-05-28T16:23:01-04:00,2016-04-30T23:59:59-04:00,2015-12-31T23:59:59-05:00,2015-12-06T12:38:34-05:00,2015-11-30T23:59:59-05:00,2015-11-04T19:55:09-05:00,2015-10-31T23:59:59-04:00,2015-10-02T08:53:05-04:00,2015-09-30T23:59:59-04:00,2015-09-22T10:52:55-04:00,2015-08-31T23:59:59-04:00,2015-08-31T06:52:21-04:00,2015-07-31T23:59:59-04:00,2015-07-10T17:00:35-04:00,2015-07-07T13:03:29-04:00,2015-06-30T23:59:59-04:00,2015-06-30T23:51:47-04:00,2015-06-02T14:52:39-04:00,2015-05-31T23:59:59-04:00,2015-05-27T19:54:50-04:00,2015-05-27T13:43:03-04:00,2015-05-26T14:21:09-04:00,2015-05-25T14:01:58-04:00,2015-04-30T23:59:59-04:00,2015-01-31T23:59:59-05:00,2015-01-26T08:48:16-05:00,2015-01-19T05:47:07-05:00,2014-12-31T23:59:59-05:00,2014-09-30T23:59:59-04:00,2014-09-24T14:25:23-04:00,2014-09-16T16:58:24-04:00,2014-08-31T23:59:59-04:00,2014-07-31T23:59:59-04:00,2014-07-29T12:23:23-04:00,2014-06-30T23:59:59-04:00,2014-05-31T23:59:59-04:00,2014-05-20T17:23:35-04:00,2014-04-30T23:59:59-04:00,2014-03-31T23:59:59-04:00,2014-03-13T18:34:54-04:00,2014-02-28T23:59:59-05:00,2014-01-31T23:59:59-05:00,2014-01-25T10:47:34-05:00,2014-01-25T10:14:24-05:00,2014-01-16T15:23:41-05:00,2014-01-15T03:57:13-05:00,2014-01-06T12:06:11-05:00,2013-12-31T23:59:59-05:00,2013-12-31T14:31:23-05:00,2013-12-28T14:10:29-05:00,2013-12-26T10:47:33-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617487840,"17,057",161,1412086889,1414678889,2015-09-21T16:35:40-04:00,2015-08-31T23:59:59-04:00,2015-08-03T17:02:47-04:00,2015-07-31T23:59:59-04:00,2015-06-30T23:59:59-04:00,2015-06-12T18:02:50-04:00,2015-06-11T15:22:59-04:00,2015-05-31T23:59:59-04:00,2015-04-30T23:59:59-04:00,2015-04-28T20:48:46-04:00,2015-04-01T14:36:22-04:00,2015-03-31T23:59:59-04:00,2015-02-28T23:59:59-05:00,2015-02-06T15:00:49-05:00,2015-01-31T23:59:59-05:00,2015-01-08T13:43:46-05:00,2014-12-31T23:59:59-05:00,2014-12-18T19:02:39-05:00,2014-11-30T23:59:59-05:00,2014-11-26T14:53:13-05:00,2014-11-12T16:44:45-05:00,2014-11-09T17:02:12-05:00,2014-11-04T15:05:45-05:00,2014-10-31T23:59:59-04:00,2014-10-30T14:29:50-04:00,2014-10-30T10:21:30-04:00,2014-10-29T22:39:00-04:00,2014-10-28T15:24:02-04:00,2014-10-22T21:19:23-04:00,2014-10-17T10:37:19-04:00,2014-10-07T21:02:25-04:00,2014-10-02T20:02:48-04:00,2014-10-01T02:51:27-04:00,2014-10-01T00:26:09-04:00,2014-09-30T23:59:59-04:00,2014-09-30T10:21:30-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710638750,"14,550","1,858",1380776401,1385964001,2016-06-28T13:57:31-04:00,2016-06-27T17:22:48-04:00,2016-05-31T23:59:59-04:00,2016-04-30T23:59:59-04:00,2016-04-26T18:07:08-04:00,2016-03-31T23:59:59-04:00,2016-02-29T23:59:59-05:00,2016-02-12T12:44:33-05:00,2016-01-31T23:59:59-05:00,2015-12-31T23:59:59-05:00,2015-12-18T13:38:01-05:00,2015-11-30T23:59:59-05:00,2015-11-06T10:13:28-05:00,2015-10-31T23:59:59-04:00,2015-09-30T23:59:59-04:00,2015-09-25T10:14:07-04:00,2015-08-31T23:59:59-04:00,2015-08-21T18:51:27-04:00,2015-07-31T23:59:59-04:00,2015-07-24T17:43:38-04:00,2015-06-30T23:59:59-04:00,2015-06-05T05:39:41-04:00,2015-05-31T23:59:59-04:00,2015-05-01T12:00:20-04:00,2015-04-30T23:59:59-04:00,2015-04-02T15:26:54-04:00,2015-03-31T23:59:59-04:00,2015-03-10T14:11:06-04:00,2015-02-28T23:59:59-05:00,2015-02-05T11:02:16-05:00,2015-01-31T23:59:59-05:00,2014-12-31T23:59:59-05:00,2014-12-23T05:17:08-05:00,2014-12-05T23:35:15-05:00,2014-11-30T23:59:59-05:00,2014-10-31T23:59:59-04:00,2014-10-22T16:58:23-04:00,2014-09-30T23:59:59-04:00,2014-09-12T12:51:36-04:00,2014-08-31T23:59:59-04:00,2014-08-08T12:08:01-04:00,2014-07-31T23:59:59-04:00,2014-07-03T21:27:50-04:00,2014-06-30T23:59:59-04:00,2014-06-13T10:32:53-04:00,2014-05-31T23:59:59-04:00,2014-05-06T06:14:44-04:00,2014-04-30T23:59:59-04:00,2014-04-17T15:33:54-04:00,2014-04-03T14:38:22-04:00,2014-03-31T23:59:59-04:00,2014-03-26T18:09:12-04:00,2014-02-28T23:59:59-05:00,2014-02-28T14:33:28-05:00,2014-01-31T23:59:59-05:00,2014-01-18T15:04:12-05:00,2013-12-31T23:59:59-05:00,2013-12-18T01:26:26-05:00,2013-12-12T22:54:11-05:00,2013-12-02T01:14:42-05:00,2013-12-02T01:00:15-05:00,2013-12-01T15:15:01-05:00,2013-12-01T11:12:09-05:00,2013-11-30T23:59:59-05:00,2013-11-30T20:17:14-05:00,2013-11-29T21:06:53-05:00,2013-11-28T17:37:24-05:00,2013-11-27T17:50:25-05:00,2013-11-25T12:00:43-05:00,2013-11-24T13:48:34-05:00,2013-11-22T04:03:10-05:00,2013-11-18T19:31:23-05:00,2013-11-13T17:19:14-05:00,2013-11-11T14:38:42-05:00,2013-11-10T15:00:40-05:00,2013-11-09T17:01:48-05:00,2013-11-06T11:43:48-05:00,2013-11-04T15:30:06-05:00,2013-10-31T23:59:59-04:00,2013-10-31T19:50:23-04:00,2013-10-30T14:41:19-04:00,2013-10-27T13:49:08-04:00,2013-10-25T15:19:47-04:00,2013-10-23T16:30:16-04:00,2013-10-21T20:12:37-04:00,2013-10-18T17:38:38-04:00,2013-10-15T13:34:04-04:00,2013-10-12T13:49:47-04:00,2013-10-09T13:41:15-04:00,2013-10-07T15:40:13-04:00
451052891,"9,997","6,853",1436783165,1439517600,2016-07-17T14:38:44-04:00,2016-07-11T14:19:16-04:00,2016-06-30T23:59:59-04:00,2016-04-30T23:59:59-04:00,2016-04-22T10:38:50-04:00,2016-03-31T23:59:59-04:00,2016-03-16T13:57:51-04:00,2016-02-29T23:59:59-05:00,2016-02-10T13:36:40-05:00,2016-01-31T23:59:59-05:00,2015-12-31T23:59:59-05:00,2015-12-04T01:33:03-05:00,2015-11-30T23:59:59-05:00,2015-11-05T14:39:01-05:00,2015-11-05T14:32:33-05:00,2015-11-05T14:10:55-05:00,2015-11-05T14:05:59-05:00,2015-11-05T14:04:03-05:00,2015-11-04T23:05:48-05:00,2015-10-31T23:59:59-04:00,2015-10-07T20:53:01-04:00,2015-09-30T23:59:59-04:00,2015-09-23T17:09:10-04:00,2015-09-12T14:58:46-04:00,2015-09-11T14:25:51-04:00,2015-09-10T14:51:09-04:00,2015-09-03T17:19:15-04:00,2015-08-31T23:59:59-04:00,2015-08-28T18:34:14-04:00,2015-08-15T14:47:35-04:00,2015-08-13T22:05:57-04:00,2015-08-13T22:00:16-04:00,2015-08-12T09:20:12-04:00,2015-08-10T23:01:32-04:00,2015-08-09T21:37:31-04:00,2015-08-06T08:22:57-04:00,2015-08-05T10:08:40-04:00,2015-08-04T11:00:37-04:00,2015-08-03T09:28:55-04:00,2015-07-31T23:59:59-04:00,2015-07-31T14:30:26-04:00,2015-07-30T15:15:43-04:00,2015-07-30T12:12:34-04:00,2015-07-29T12:19:24-04:00,2015-07-28T09:27:46-04:00,2015-07-25T14:07:39-04:00,2015-07-24T08:25:26-04:00,2015-07-22T11:11:42-04:00,2015-07-20T08:11:50-04:00,2015-07-17T11:09:14-04:00,2015-07-16T09:17:03-04:00,2015-07-15T11:58:27-04:00,2015-07-14T12:25:04-04:00,2015-07-13T06:26:05-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348783490,"13,075","4,109",1353520215,1356112215,2016-02-03T08:31:29-05:00,2016-01-31T23:59:59-05:00,2015-10-31T23:59:59-04:00,2015-10-09T12:13:58-04:00,2015-09-30T23:59:59-04:00,2015-03-31T23:59:59-04:00,2015-03-19T10:47:27-04:00,2015-03-09T07:57:16-04:00,2015-02-28T23:59:59-05:00,2014-12-31T23:59:59-05:00,2014-12-19T11:37:39-05:00,2014-12-01T07:30:06-05:00,2014-11-30T23:59:59-05:00,2014-11-28T07:17:43-05:00,2014-11-26T14:59:45-05:00,2014-11-07T15:30:09-05:00,2014-10-31T23:59:59-04:00,2014-10-27T13:56:43-04:00,2014-10-16T08:10:56-04:00,2014-10-10T06:12:19-04:00,2014-09-30T23:59:59-04:00,2014-09-26T08:51:31-04:00,2014-09-11T11:13:26-04:00,2014-08-31T23:59:59-04:00,2014-08-14T12:52:16-04:00,2014-08-08T14:09:01-04:00,2014-08-07T17:36:46-04:00,2014-08-01T17:11:40-04:00,2014-07-31T23:59:59-04:00,2014-07-18T16:32:44-04:00,2014-06-30T23:59:59-04:00,2014-06-16T14:35:06-04:00,2014-05-31T23:59:59-04:00,2014-05-29T16:09:13-04:00,2014-05-22T13:09:52-04:00,2014-05-08T15:03:50-04:00,2014-04-30T23:59:59-04:00,2014-04-04T14:11:39-04:00,2014-03-31T23:59:59-04:00,2014-03-19T14:12:39-04:00,2014-03-12T09:43:57-04:00,2014-02-28T23:59:59-05:00,2013-12-31T23:59:59-05:00,2013-12-23T05:30:01-05:00,2013-12-20T18:02:30-05:00,2013-12-13T17:30:37-05:00,2013-11-30T23:59:59-05:00,2013-10-31T23:59:59-04:00,2013-10-25T14:04:45-04:00,2013-10-04T11:55:44-04:00,2013-10-02T11:15:54-04:00,2013-09-30T23:59:59-04:00,2013-09-08T05:51:21-04:00,2013-08-31T23:59:59-04:00,2013-08-30T13:27:45-04:00,2013-08-24T08:17:15-04:00,2013-08-11T06:21:14-04:00,2013-08-04T05:54:17-04:00,2013-07-31T23:59:59-04:00,2013-07-26T14:50:17-04:00,2013-07-20T17:03:37-04:00,2013-07-13T07:32:18-04:00,2013-07-07T10:23:22-04:00,2013-06-30T23:59:59-04:00,2013-06-29T08:00:05-04:00,2013-06-22T08:16:23-04:00,2013-06-16T10:33:41-04:00,2013-06-07T07:30:12-04:00,2013-06-01T10:11:29-04:00,2013-05-31T23:59:59-04:00,2013-05-25T13:19:36-04:00,2013-05-20T14:06:57-04:00,2013-05-18T11:45:08-04:00,2013-05-10T18:59:16-04:00,2013-05-08T14:50:25-04:00,2013-05-02T14:44:02-04:00,2013-04-30T23:59:59-04:00,2013-04-24T08:43:40-04:00,2013-04-19T11:18:07-04:00,2013-04-12T09:14:05-04:00,2013-04-04T10:41:56-04:00,2013-03-31T23:59:59-04:00,2013-03-28T15:15:59-04:00,2013-03-22T13:46:06-04:00,2013-03-14T13:45:35-04:00,2013-03-05T09:08:13-05:00,2013-03-01T13:47:59-05:00,2013-02-28T23:59:59-05:00,2013-02-08T09:15:27-05:00,2013-02-06T12:09:40-05:00
